,0
374,76.798
375,74.60900000000001
376,75.856
377,79.039
378,75.91799999999999
379,74.568
380,75.162
381,74.287
382,75.511
383,75.76599999999999
384,75.033
385,67.642
386,71.41400000000002
387,66.38600000000001
388,68.377
389,70.062
390,64.801
391,62.709
392,66.414
393,64.421
394,58.995
395,62.647
396,64.202
397,65.68
398,64.144
399,64.276
400,62.558
401,62.56699999999999
402,61.119
403,
404,57.998
405,59.353
406,58.815999999999995
407,55.914
408,55.726
409,55.954
410,54.137
411,52.783
412,51.891
413,53.004
414,56.184999999999995
415,45.166000000000004
416,46.821
417,52.168000000000006
418,49.951
419,44.493
420,45.282000000000004
421,34.958000000000006
422,45.157
423,42.967999999999996
424,43.259
425,32.994
426,34.641
427,31.422
428,35.268
429,37.251999999999995
430,43.599999999999994
431,30.14
432,30.736
433,30.506
434,18.9
435,45.647
436,45.288
437,13.261000000000001
438,40.728
439,14.106
440,18.874
441,24.788
442,30.366
443,10.517
444,10.431
445,19.836
446,12.213000000000001
447,6.455
448,8.481
