,0
209,378.595
210,283.29
211,367.01099999999997
212,374.986
213,419.332
214,398.101
215,395.75
216,363.793
217,363.731
218,399.85
219,397.404
220,398.245
221,387.73199999999997
222,387.98
223,380.731
224,375.418
225,359.409
226,344.362
227,331.521
228,344.46
229,340.343
230,326.424
231,317.153
232,297.389
233,269.693
234,241.45799999999997
235,231.68400000000003
236,204.687
237,220.425
238,150.713
239,198.862
240,86.652
241,11.687
242,0.9510000000000001
243,0.65
244,0.022
245,1.805
246,3.491
247,0.015
248,0.571
249,0.017
250,4.807
251,0.637
252,1.1840000000000002
253,20.7
254,5.193
255,14.684
256,14.513
257,20.94
258,63.068
259,10.688
260,66.44200000000001
261,71.892
262,58.768
263,19.213
264,103.414
265,78.496
266,119.94999999999999
267,147.376
268,220.14500000000004
269,200.317
270,218.74599999999998
271,208.322
272,236.688
273,221.348
274,226.588
275,230.38
276,229.337
277,231.41699999999997
278,228.26
279,225.238
280,220.483
281,206.812
282,211.897
283,215.83700000000002
284,215.178
285,214.37800000000001
286,209.358
287,204.339
288,199.266
289,204.362
290,204.037
291,200.78
292,197.90099999999998
293,193.49
294,190.212
295,187.889
296,188.371
297,186.965
298,182.393
299,181.639
300,180.086
301,174.497
302,166.499
303,162.602
304,164.226
305,151.082
306,153.78900000000002
307,160.044
308,142.058
309,151.389
310,150.762
311,125.913
312,109.97300000000001
313,130.12400000000002
314,151.04999999999998
315,106.981
316,111.944
317,88.666
318,79.662
319,52.369
320,70.541
321,49.387
322,22.155
323,8.903
324,9.842
325,0.494
326,0.5660000000000001
327,0.036000000000000004
328,0.002
329,0.215
330,0.007
331,0.307
332,0.641
333,0.454
334,0.003
335,0.001
336,6.523
337,1.8050000000000002
338,1.143
339,30.429000000000002
340,1.429
341,0.046
342,0.254
343,0.019
344,2.261
345,0.324
346,12.2
347,8.684999999999999
348,12.488999999999999
349,21.031
350,14.503
351,16.402
352,40.794
353,43.795
354,55.021
355,61.42
356,59.473000000000006
357,50.05800000000001
358,29.726
359,18.166
360,26.819
361,29.719
362,65.996
363,72.832
364,82.328
365,79.02
366,80.844
367,61.548
368,53.217
369,56.65599999999999
370,56.456999999999994
371,67.828
372,77.673
373,72.852
374,76.163
375,72.81700000000001
376,74.587
377,78.85900000000001
378,74.825
379,73.305
380,74.246
381,73.419
382,74.875
383,75.381
384,74.62
385,65.42699999999999
386,70.37899999999999
387,64.467
388,67.082
389,69.208
390,62.921
391,60.322
392,65.058
393,62.57499999999999
394,57.013000000000005
395,60.655
396,62.452
397,64.693
398,62.617000000000004
399,63.425
400,61.419
401,61.662
402,60.037000000000006
403,
404,57.08
405,58.465
406,57.937999999999995
407,55.083
408,54.943
409,55.161
410,53.354000000000006
411,52.027
412,50.848
413,52.003
414,54.538
415,43.787000000000006
416,43.877
417,50.641000000000005
418,48.175
419,42.242
420,43.153
421,31.412
422,43.574999999999996
423,40.095
424,40.93
425,30.724999999999998
426,31.294999999999998
427,27.525000000000002
428,32.202
429,34.406
430,41.794
431,26.152
432,26.894000000000002
433,26.694000000000003
434,14.870999999999999
435,44.021
436,43.677
437,9.917
438,38.264
439,10.744
440,14.979
441,21.222
442,26.641999999999996
443,7.578
444,7.516
445,15.665
446,9.14
447,3.996
448,5.648
