,0
0,763.0699999999999
1,809.296
2,652.862
3,737.377
4,822.694
5,670.326
6,924.7850000000001
7,
8,1214.5140000000001
9,1240.0120000000002
10,1265.654
11,1330.616
12,1309.245
13,1287.746
14,1276.936
15,1207.7620000000002
16,1138.171
17,1340.4859999999999
18,1355.379
19,1427.0929999999998
20,1483.301
21,1535.259
22,1576.323
23,1564.96
24,1574.563
25,1575.58
26,1568.2839999999999
27,1561.67
28,1568.4189999999999
29,1582.5459999999998
30,1598.281
31,1545.468
32,1477.127
33,1524.612
34,1541.8780000000002
35,1559.076
36,1496.946
37,1511.664
38,1526.3960000000002
39,1530.943
40,1487.426
41,
42,1426.1950000000002
43,1448.4320000000002
44,1470.6
45,1507.746
46,1502.066
47,1479.562
48,1461.692
49,1471.9209999999998
50,1478.665
51,
52,1475.224
53,1455.354
54,1435.612
55,1448.9270000000001
56,1443.1280000000002
57,1410.4850000000001
58,1447.099
59,1445.013
60,1441.551
61,1448.995
62,1402.712
63,1251.568
64,1345.3780000000002
65,1374.0149999999999
66,1386.243
67,1392.055
68,1381.5040000000001
69,1354.25
70,1337.451
71,1351.0259999999998
72,1349.813
73,1335.2330000000002
74,1305.6390000000001
75,1315.266
76,1324.422
77,1318.491
78,1311.783
79,1302.4470000000001
80,1273.344
81,1227.037
82,1208.712
83,1253.712
84,1261.8539999999998
85,1264.102
86,
87,1251.679
88,1240.4
89,1233.977
90,1211.371
91,924.55
92,1106.126
93,1034.836
94,1162.423
95,1088.226
96,1143.884
97,1127.9070000000002
98,1131.275
99,1085.82
100,842.287
101,1090.195
102,921.178
103,870.303
104,995.559
105,1005.697
106,1018.789
107,1052.023
108,1073.027
109,1061.854
110,1056.842
111,1046.079
112,366.21799999999996
113,661.817
114,958.919
115,1001.6949999999999
116,1006.939
117,1004.0140000000001
118,1000.2259999999999
119,990.752
120,961.7170000000001
121,936.455
122,942.6379999999999
123,947.504
124,950.5409999999999
125,911.2009999999999
126,930.45
127,841.8539999999999
128,704.8820000000001
129,719.597
130,607.7940000000001
131,787.009
132,731.2560000000001
133,711.3779999999999
134,839.376
135,848.597
136,870.413
137,860.771
138,829.507
139,806.5029999999999
140,792.287
141,846.163
142,825.809
143,810.775
144,815.96
145,829.85
146,836.8020000000001
147,829.587
148,820.819
149,815.4639999999999
150,798.9680000000001
151,698.164
152,580.3199999999999
153,554.418
154,667.69
155,504.375
156,573.9100000000001
157,483.05899999999997
158,430.34400000000005
159,577.689
160,594.377
161,615.826
162,170.297
163,165.556
164,148.35000000000002
165,310.74
166,84.362
167,233.04200000000003
168,213.8
169,216.26
170,347.935
171,367.562
172,329.698
173,533.621
174,552.501
175,553.05
176,560.485
177,613.698
178,647.787
179,637.938
180,630.936
181,619.266
182,614.873
183,606.791
184,597.833
185,592.8960000000001
186,585.419
187,578.924
188,571.471
189,561.246
190,553.7579999999999
191,545.68
192,533.912
193,506.15999999999997
194,512.7940000000001
195,476.15099999999995
196,454.111
197,461.005
198,341.788
199,222.61700000000002
200,195.985
201,73.29599999999999
202,252.82399999999998
203,7.43
204,253.788
205,140.715
206,145.269
207,224.57799999999997
208,267.173
