,x,y,fluor
0,444143.32899999997,5811831.156,2883.8072819318836
1,444142.32899999997,5811830.156,2815.939927578697
2,444143.32899999997,5811830.156,3047.6083019803764
3,444144.32899999997,5811830.156,3085.2412359969476
4,444141.32899999997,5811829.156,3199.684918210475
5,444142.32899999997,5811829.156,3163.172577023169
6,444143.32899999997,5811829.156,3163.172577023169
7,444144.32899999997,5811829.156,2800.4299209557357
8,444145.32899999997,5811829.156,3087.5578841704596
9,444146.32899999997,5811829.156,3085.134889646815
10,444140.32899999997,5811828.156,2952.7497141535987
11,444141.32899999997,5811828.156,3219.35833988236
12,444142.32899999997,5811828.156,3048.4682670985803
13,444143.32899999997,5811828.156,3199.685268894995
14,444144.32899999997,5811828.156,3149.2315194925254
15,444145.32899999997,5811828.156,3149.2315194925254
16,444146.32899999997,5811828.156,3094.41503617094
17,444147.32899999997,5811828.156,3116.7310686418523
18,444140.32899999997,5811827.156,2893.278212740697
19,444141.32899999997,5811827.156,2955.2162415002763
20,444142.32899999997,5811827.156,3173.7022631359714
21,444143.32899999997,5811827.156,3040.9857871642084
22,444144.32899999997,5811827.156,3037.0451760148644
23,444145.32899999997,5811827.156,3019.6703024523663
24,444146.32899999997,5811827.156,3007.3782064997436
25,444147.32899999997,5811827.156,3007.3782064997436
26,444148.32899999997,5811827.156,2837.7633408904276
27,444149.32899999997,5811827.156,3026.5625376279286
28,444139.32899999997,5811826.156,3032.3113440672514
29,444140.32899999997,5811826.156,3002.167090280646
30,444141.32899999997,5811826.156,2936.3430647393197
31,444142.32899999997,5811826.156,2955.234476795749
32,444143.32899999997,5811826.156,2914.8562857127054
33,444144.32899999997,5811826.156,2915.396393994865
34,444145.32899999997,5811826.156,2915.396393994865
35,444146.32899999997,5811826.156,3137.002463253764
36,444147.32899999997,5811826.156,3082.0016980524874
37,444148.32899999997,5811826.156,3093.788730871331
38,444149.32899999997,5811826.156,3093.788730871331
39,444150.32899999997,5811826.156,3416.704636395327
40,444138.32899999997,5811825.156,3023.6141724930058
41,444139.32899999997,5811825.156,3023.6141724930058
42,444140.32899999997,5811825.156,3010.3008753729146
43,444141.32899999997,5811825.156,3186.564472246258
44,444142.32899999997,5811825.156,2988.111397957978
45,444143.32899999997,5811825.156,2988.111397957978
46,444144.32899999997,5811825.156,3088.8182885992314
47,444145.32899999997,5811825.156,2988.110632873718
48,444146.32899999997,5811825.156,3218.203411373636
49,444147.32899999997,5811825.156,3218.203411373636
50,444148.32899999997,5811825.156,3156.6135172120617
51,444149.32899999997,5811825.156,3237.1825700570166
52,444150.32899999997,5811825.156,3088.8215310963687
53,444151.32899999997,5811825.156,3008.880703747191
54,444137.32899999997,5811824.156,3033.0344543407155
55,444138.32899999997,5811824.156,3142.518872546872
56,444139.32899999997,5811824.156,3015.523863877844
57,444140.32899999997,5811824.156,3052.7070153848695
58,444141.32899999997,5811824.156,2800.574402903798
59,444142.32899999997,5811824.156,2837.0785061068086
60,444143.32899999997,5811824.156,3011.02883695994
61,444144.32899999997,5811824.156,2935.922069290378
62,444145.32899999997,5811824.156,3210.738443845656
63,444146.32899999997,5811824.156,3095.167594007369
64,444147.32899999997,5811824.156,3079.645350018262
65,444148.32899999997,5811824.156,3176.9958817398897
66,444149.32899999997,5811824.156,3176.9958817398897
67,444150.32899999997,5811824.156,3156.256688467948
68,444151.32899999997,5811824.156,2966.8118213388493
69,444152.32899999997,5811824.156,2797.111267217927
70,444153.32899999997,5811824.156,2759.043621496005
71,444137.32899999997,5811823.156,3074.421913891235
72,444138.32899999997,5811823.156,3142.518872546872
73,444139.32899999997,5811823.156,3015.523863877844
74,444140.32899999997,5811823.156,3015.6574890383713
75,444141.32899999997,5811823.156,2779.404207733218
76,444142.32899999997,5811823.156,2867.8910167953477
77,444143.32899999997,5811823.156,2840.538193170905
78,444144.32899999997,5811823.156,2796.5778149705693
79,444145.32899999997,5811823.156,2807.0399062328534
80,444146.32899999997,5811823.156,2957.3889863379895
81,444147.32899999997,5811823.156,2972.639034938136
82,444148.32899999997,5811823.156,3215.8302936699574
83,444149.32899999997,5811823.156,2978.3652596703605
84,444150.32899999997,5811823.156,3038.7354919012027
85,444151.32899999997,5811823.156,2970.416337622499
86,444152.32899999997,5811823.156,2970.416337622499
87,444153.32899999997,5811823.156,2904.2161289188716
88,444154.32899999997,5811823.156,2658.9255108065345
89,444136.32899999997,5811822.156,2760.819284769632
90,444137.32899999997,5811822.156,2760.601288053912
91,444138.32899999997,5811822.156,3065.964546522446
92,444139.32899999997,5811822.156,3016.5701603262833
93,444140.32899999997,5811822.156,2983.6664926616113
94,444141.32899999997,5811822.156,2779.404207733218
95,444142.32899999997,5811822.156,2816.8414184574435
96,444143.32899999997,5811822.156,2814.608196791114
97,444144.32899999997,5811822.156,2810.494493461456
98,444145.32899999997,5811822.156,2810.494493461456
99,444146.32899999997,5811822.156,2715.114781387858
100,444147.32899999997,5811822.156,2979.4460538999315
101,444148.32899999997,5811822.156,3199.936779181525
102,444149.32899999997,5811822.156,3199.9361670412354
103,444150.32899999997,5811822.156,2978.372561447985
104,444151.32899999997,5811822.156,2828.0672797237517
105,444152.32899999997,5811822.156,2858.443480948936
106,444153.32899999997,5811822.156,2701.3727283792564
107,444154.32899999997,5811822.156,2658.9255108065345
108,444155.32899999997,5811822.156,2961.3843716942233
109,444156.32899999997,5811822.156,2827.3458064596175
110,444135.32899999997,5811821.156,3152.2402581100982
111,444136.32899999997,5811821.156,3156.3532177637794
112,444137.32899999997,5811821.156,3099.39851520146
113,444138.32899999997,5811821.156,2952.08236992275
114,444139.32899999997,5811821.156,2952.0767826972674
115,444140.32899999997,5811821.156,2952.0767826972674
