,x,y,fluor
0,444143.32899999997,5811831.156,24.53413380175098
1,444142.32899999997,5811830.156,25.28455423820348
2,444143.32899999997,5811830.156,24.606042311404273
3,444144.32899999997,5811830.156,24.95581861850388
4,444141.32899999997,5811829.156,26.06118677435659
5,444142.32899999997,5811829.156,25.89633727524326
6,444143.32899999997,5811829.156,25.89633727524326
7,444144.32899999997,5811829.156,25.64202220954754
8,444145.32899999997,5811829.156,25.425565531164494
9,444146.32899999997,5811829.156,24.9557509679583
10,444140.32899999997,5811828.156,26.577374151875695
11,444141.32899999997,5811828.156,26.067000644843382
12,444142.32899999997,5811828.156,26.392977608939617
13,444143.32899999997,5811828.156,26.061187986119638
14,444144.32899999997,5811828.156,25.592026743405953
15,444145.32899999997,5811828.156,25.592026743405953
16,444146.32899999997,5811828.156,25.254636863571783
17,444147.32899999997,5811828.156,24.367834575795246
18,444140.32899999997,5811827.156,26.199551334537524
19,444141.32899999997,5811827.156,26.585897045560483
20,444142.32899999997,5811827.156,26.29374033855333
21,444143.32899999997,5811827.156,26.557099908874886
22,444144.32899999997,5811827.156,26.516327535748776
23,444145.32899999997,5811827.156,25.5590693880345
24,444146.32899999997,5811827.156,25.195388855951098
25,444147.32899999997,5811827.156,25.195388855951098
26,444148.32899999997,5811827.156,24.995810099928107
27,444149.32899999997,5811827.156,24.79378945375918
28,444139.32899999997,5811826.156,25.973261961770234
29,444140.32899999997,5811826.156,25.86576813399199
30,444141.32899999997,5811826.156,26.45227149973278
31,444142.32899999997,5811826.156,26.58596005620785
32,444143.32899999997,5811826.156,26.270263244832485
33,444144.32899999997,5811826.156,26.272129547054448
34,444145.32899999997,5811826.156,26.272129547054448
35,444146.32899999997,5811826.156,26.49467300913401
36,444147.32899999997,5811826.156,25.75874577013089
37,444148.32899999997,5811826.156,25.564078140290658
38,444149.32899999997,5811826.156,25.564078140290658
39,444150.32899999997,5811826.156,25.675120864629175
40,444138.32899999997,5811825.156,26.411876044371702
41,444139.32899999997,5811825.156,26.411876044371702
42,444140.32899999997,5811825.156,26.34805394304706
43,444141.32899999997,5811825.156,26.306099416309614
44,444142.32899999997,5811825.156,26.020248517482365
45,444143.32899999997,5811825.156,26.020248517482365
46,444144.32899999997,5811825.156,26.07557512084738
47,444145.32899999997,5811825.156,26.020227450699046
48,444146.32899999997,5811825.156,26.32638814572148
49,444147.32899999997,5811825.156,26.32638814572148
50,444148.32899999997,5811825.156,26.53484838651505
51,444149.32899999997,5811825.156,26.475194754406633
52,444150.32899999997,5811825.156,25.070756451416106
53,444151.32899999997,5811825.156,25.223009459066162
54,444137.32899999997,5811824.156,25.205753329394994
55,444138.32899999997,5811824.156,25.70940448911254
56,444139.32899999997,5811824.156,25.7699502621337
57,444140.32899999997,5811824.156,25.913827934114245
58,444141.32899999997,5811824.156,26.302084972685716
59,444142.32899999997,5811824.156,26.395307452644623
60,444143.32899999997,5811824.156,25.556954925282515
61,444144.32899999997,5811824.156,25.773602796276762
62,444145.32899999997,5811824.156,25.986569305742062
63,444146.32899999997,5811824.156,25.869618743259785
64,444147.32899999997,5811824.156,26.27209432098256
65,444148.32899999997,5811824.156,26.83429553771823
66,444149.32899999997,5811824.156,26.83429553771823
67,444150.32899999997,5811824.156,26.549756253836613
68,444151.32899999997,5811824.156,26.163123229248335
69,444152.32899999997,5811824.156,25.83499642463694
70,444153.32899999997,5811824.156,25.210615050137953
71,444137.32899999997,5811823.156,25.575935768999347
72,444138.32899999997,5811823.156,25.70940448911254
73,444139.32899999997,5811823.156,25.7699502621337
74,444140.32899999997,5811823.156,25.33680781039947
75,444141.32899999997,5811823.156,25.561714672118235
76,444142.32899999997,5811823.156,25.79588798402783
77,444143.32899999997,5811823.156,25.735845772406712
78,444144.32899999997,5811823.156,25.791532459660836
79,444145.32899999997,5811823.156,26.89257101551817
80,444146.32899999997,5811823.156,26.193589907299376
81,444147.32899999997,5811823.156,26.147703841450657
82,444148.32899999997,5811823.156,26.318188021803056
83,444149.32899999997,5811823.156,26.964073946583092
84,444150.32899999997,5811823.156,26.362788500942422
85,444151.32899999997,5811823.156,25.846351406775003
86,444152.32899999997,5811823.156,25.846351406775003
87,444153.32899999997,5811823.156,25.641912511325394
88,444154.32899999997,5811823.156,24.78975438812777
89,444136.32899999997,5811822.156,25.616862875635285
90,444137.32899999997,5811822.156,25.530450581505555
91,444138.32899999997,5811822.156,25.553530689790332
92,444139.32899999997,5811822.156,25.58393163847201
93,444140.32899999997,5811822.156,26.028931524021587
94,444141.32899999997,5811822.156,25.561714672118235
95,444142.32899999997,5811822.156,25.436036709638064
96,444143.32899999997,5811822.156,25.72656571289316
97,444144.32899999997,5811822.156,25.723969584071074
98,444145.32899999997,5811822.156,25.723969584071074
99,444146.32899999997,5811822.156,26.5609164156314
100,444147.32899999997,5811822.156,26.188795004875868
101,444148.32899999997,5811822.156,26.033953138295942
102,444149.32899999997,5811822.156,26.0339510230929
103,444150.32899999997,5811822.156,26.96409917730805
104,444151.32899999997,5811822.156,25.775901435620607
105,444152.32899999997,5811822.156,25.52686411741763
106,444153.32899999997,5811822.156,25.306981366015982
107,444154.32899999997,5811822.156,24.78975438812777
108,444155.32899999997,5811822.156,24.003013558646224
109,444156.32899999997,5811822.156,23.16407951814353
110,444135.32899999997,5811821.156,25.511183510448596
111,444136.32899999997,5811821.156,26.32454829895571
112,444137.32899999997,5811821.156,25.880646482207204
113,444138.32899999997,5811821.156,26.08882938911567
114,444139.32899999997,5811821.156,26.088847040565195
115,444140.32899999997,5811821.156,26.088847040565195
116,444141.32899999997,5811821.156,26.219443253967242
117,444142.32899999997,5811821.156,25.19314380365146
118,444143.32899999997,5811821.156,25.256419435034005
119,444144.32899999997,5811821.156,25.217249411086605
120,444145.32899999997,5811821.156,25.300538194203703
121,444146.32899999997,5811821.156,25.72020545030286
122,444147.32899999997,5811821.156,25.30519883562577
123,444148.32899999997,5811821.156,26.259685581203424
124,444149.32899999997,5811821.156,26.259685581203424
125,444150.32899999997,5811821.156,25.769355824130773
126,444151.32899999997,5811821.156,25.561456329557505
127,444152.32899999997,5811821.156,25.84477881977499
128,444153.32899999997,5811821.156,25.70829915425431
129,444154.32899999997,5811821.156,25.55655318016965
130,444155.32899999997,5811821.156,25.00097805422755
131,444156.32899999997,5811821.156,24.380484072384625
132,444157.32899999997,5811821.156,24.035609245498314
133,444135.32899999997,5811820.156,25.690384939131665
134,444136.32899999997,5811820.156,25.60660638186188
135,444137.32899999997,5811820.156,26.278795774835245
136,444138.32899999997,5811820.156,25.7758718722407
